language,latitude,longitude,color,family,subgroup,country
Ersu [ers-3],28.64,102.508,#5EB496,Tibeto-Burman,Qiangic,China
Kaili Ledo [lew],-0.974,119.998,#E4644E,Malayo-Polynesian,Celebic,Indonesia
Mori [xmz-2],-2.17,121.322,#CC3D70,Malayo-Polynesian,Celebic,Indonesia
Wanyjirra [gue-2],-19,130,#64737C,Pama-Nyungan,,Australia
Nxa'amxcin [col],48.22,-118.45,#983F49,Salish,Interior,USA
Krio [kri],8.48,-13.23,#B6C85E,Indo-European,Germanic,Sierra Leone
Zamboangueño [cbk],6.92,122.08,#AFB44E,Indo-European,Romance,Philippines
Macanese Patuá [mzs],22.16,113.55,#CAE564,Indo-European,Romance,China
Sandaun Pisin [tpi-2],-3.13,142.35,#BCC658,Indo-European,Germanic,Papua New Guinea
Tagdal [tda],16.19,6.84,#6C447C,Nilo-Saharan,Songhai,Niger
Tsat_new [huq-2],18.285,109.475,#B4DC7E,Malayo-Polynesian,Malayo-Sumbawan,China
Roglai [rog],12.2,108.65,#ECCEAB,Malayo-Polynesian,Malayo-Sumbawan,Vietnam
Moskona [mtj],-1.62,133.15,#BC6B99,East Bird's Head,,Indonesia
Esan [ish],6.743,6.142,#E79571,Niger-Kongo,Atlantic-Congo,Nigeria
Gurindji [gue],-17.401,130.805,#687D82,Pama-Nyungan,,Australia
Wenzhou [wuu-4],28,120.7,#A3DB7D,Tibeto-Burman,Sinitic,China
Biksi [yet],-4.013,140.494,#4E87A2,Yetfa-Biksi,,Papua New Guinea
Mehe’ek [nux],-3.75,142.58,#457EA4,Sepik,Tama,Papua New Guinea
Ormu [orz],-2.5,140.75,#8B74B8,Oceanic,Western Oceanic,Indonesia
Cavineña [cav],-12.25,-67.5,#3A658A,Tacanan,Araona-Tacana,Bolivia
Gyalsumdo [bod-7],28.552,84.24,#37B880,Tibeto-Burman,Bodic,Nepal
Nigerian pidgin [pcm],5.33,6.47,#D0DB75,Indo-European,Germanic,Nigeria
Jamsay Dogon [djm],14.18,-2.58,#687896,Niger-Kongo,Dogon,Mali
Waxiang [wxa],28.617,109.951,#97DB7E,Tibeto-Burman,Sinitic,China
East Greenlandic [kal-2],65.61,-37.63,#2E3F89,Eskimo-Aleut,Eskimo,Greenland (Denmark)
Nunavik [ike-4],62.2,-75.65,#323C86,Eskimo-Aleut,Eskimo,Canada
Inuktun [kal-2],77.47,-69.25,#303D87,Eskimo-Aleut,Eskimo,Greenland (Denmark)
Esselen [esq],36.25,-121.75,#588C9D,Esselen,,USA
Govorka [rus-4],70.75,92,#85AA75,Indo-European,Balto-Slavic,Russia
Gedeo [drs],6.158,38.196,#228B7A,Afro-Asiatic,Cushitic,Ethiopia
Gikyode [acd],8.39,0.57,#9A4EA7,Niger-Kongo,Atlantic-Congo,Ghana
Yemsa [jnj-2],11.02,9.3,#3AA64E,Afro-Asiatic,Chadic,Nigeria
Yaghnobi [yai],39.19,69.303,#3B986C,Indo-European,Indo-Iranian,Tajikistan
Naruo [ylo-2],26.63,101.27,#94CEAE,Tibeto-Burman,Lolo-Burmese,China
Taijiang [hea-3],26.65,108.35,#DED3A7,Hmong-Mien,Hmongic,China
Shimaore [swb],-12.78,45.22,#AE257C,Niger-Kongo,Atlantic-Congo,Comoros
Hangaza [han],-2.52,30.71,#AB1E7A,Niger-Kongo,Atlantic-Congo,Tanzania
Gola [gol],7.6,-10.81,#B58679,Niger-Kongo,Atlantic-Congo,Liberia
Turkish Gagauz Balkan [gag],43.75,26.1,#15A458,Turkic,South-west,Moldova
Lusoga [xog],0.4,33.39,#A02F69,Niger-Kongo,Atlantic-Congo,Uganda
Emai [ema],7,5.9,#C78F83,Niger-Kongo,Atlantic-Congo,Nigeria
Mokilko [moz],11.86,18.18,#7D4599,Afro-Asiatic,Chadic,Chad
Ghomara [gho],35.57,-5.37,#B85641,Afro-Asiatic,Berber,Morocco
Zhengzhou [cmn-11],34.76,113.66,#ACDE7C,Tibeto-Burman,Sinitic,China
Taiyuan [cjy-5],37.75,112.833,#A0D67B,Tibeto-Burman,Sinitic,China
Shijiazhuang [cmn-21],38.04,114.5,#A5D276,Tibeto-Burman,Sinitic,China
Karii [xxx-56],17.917,105.5,#F0B18A,Austroasiatic,Vietic,Laos
Yintyingka [ayd],-14.67,142.89,#728E8E,Pama-Nyungan,North Cape York,Australia
Dadibi [mps],-6.55,144.58,#2AB2BB,Papuan Gulf,Tua River,Papua New Guinea
Mbu [kih],-2.872,141.188,#957EB2,Trans New Guinea,Border,Papua New Guinea
Lau [llu],-8.5,160.92,#E35C64,Oceanic,Southeast Solomonic,Solomons
Maia [sks],-4.459,145.089,#8755B8,Trans New Guinea,Madang,Papua New Guinea
Bariai [bch],-5.497,148.63,#B454AA,Oceanic,,Papua New Guinea
Baruga [bjz],-9.328,148.734,#4980A7,Trans New Guinea,Binanderean,Papua New Guinea
Mauwake [mhl],-4.524,145.4,#61639C,Trans New Guinea,Madang,Papua New Guinea
Arabic_Baghdad [acm-5],33.33,44.38,#71655B,Afro-Asiatic,Semitic,Iran
Moronene [mqn],-5.5,122,#C13669,Malayo-Polynesian,Celebic,Indonesia
Betawi [bew],-6.21,107.02,#D6905C,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Dhivehi [div],10.6,73,#29984F,Indo-European,Indo-Iranian,Maldives
Achagua [aca],4.002,-72.814,#6C658D,Arawak,North,Colombia
Aghu-Tharnggala [gtu],-13.73,142.43,#598285,Pama-Nyungan,,Australia
Añun [pbg],11,-71.62,#843976,Arawak,,Venezuela
Baniwa_Central [bwi-2],1.4091,-68.1358,#886865,Arawak,,Brazil
Baré [bae],1.6,-66.8,#7F606F,Arawak,North,Venezuela
Bidjara [bym],-24.5,146.592,#59A0AC,Pama-Nyungan,Greater Maric,Australia
Bora [boa],-2.25,-71.75,#394CA2,Boran,Bora,Peru
Darkinyung [xda],-33.57,151.31,#3E8A6A,Pama-Nyungan,Yuin-Kuri,Australia
Duungidjawu [wkw],-26.222,152.081,#3AB37A,Pama-Nyungan,Central-East,Australia
Eñepa [kre-2],6.95,-65.85,#496075,Cariban,Venezuelan,Venezuela
Gabrielino [xgf],33.93,-118.4,#45838A,Uto-Aztecan,North,USA
Githabul [bdy-4],-29.05,152.02,#44A17C,Pama-Nyungan,Central-East,Australia
Guaymi [gym-2],8.77,-81.73,#76BD92,Chibchan,West,Panama
Gugu-Badhun [gdc],-18.549,144.484,#4DAA99,Pama-Nyungan,Greater Maric,Australia
Kuna [kvn],8,-77.33,#729AA1,Chibchan,East,Panama
Gunya [gyy],-27.06,145.86,#40888B,Pama-Nyungan,Greater Maric,Australia
Hunter River [awk-2],-32.92,151.79,#468673,Pama-Nyungan,Yuin-Kuri,Australia
Idaho Shoshone [shh-2],42.7,-114.4,#4C929B,Uto-Aztecan,North,USA
Quechua_Inga [inb],1.25,-76.67,#26726D,Quechuan,II-B,Colombia
Kaurna [zku],-33.5,138.75,#459583,Pama-Nyungan,,Australia
Kotiria [gvc-2],0.5,-69.3,#52AB7D,Tucanoan,,Brazil
Kurrama [vku],-22.21,117.51,#51B88D,Pama-Nyungan,Pilbara,Australia
Maipure [yvt-2],4.8,-67.5,#495780,Arawak,North,Venezuela
Makiritare [mch-3],4.71,-64.39,#415E76,Cariban,Guianan Carib,Venezuela
Macuna [myy],-0.2,-70.15,#435560,Tucanoan,East,Colombia
Mayi-Yapi [mnt],-20,141,#5AAE77,Pama-Nyungan,,Australia
Narungga [yyy],-34.35,137.62,#3B738A,Pama-Nyungan,Lower Murray,Australia
Naso [tfr-3],9.07,-82.96,#6DBCC2,Chibchan,West,Panama
Ngayawang [nwg],-34.25,139.6,#4ABC7F,Pama-Nyungan,Lower Murray,Australia
Nheengatú [yrl],1.695783,-67.260483,#98708C,Tupian,Tupi-Guarani,Brazil
Piapoco [pio],4,-69.3,#71675B,Arawak,,Colombia
Quechua_Ayacucho [quy],-13.15,-74.25,#347D53,Quechuan,II-C,Peru
Sikuani [guh-2],5.82,-68.98,#583483,Guahiban,,Colombia
Paiute_Southern [ute-2],37.83,-113.33,#3E816D,Uto-Aztecan,North,USA
Tanimuca-Retuarã [tnc],-0.505,-70.61,#495076,Tucanoan,Central,Colombia
Thanggati [dyn],-30.87,153.02,#67B287,Pama-Nyungan,Yuin-Kuri,Australia
Wagaya [wga],-20,137,#49AE54,Pama-Nyungan,Ngarna,Australia
Warnman [wbt],-21.887,120.107,#3A9752,Pama-Nyungan,,Australia
Warrungu [wrg],-17.5,145,#559A73,Pama-Nyungan,Greater Maric,Australia
Wayuu [guc-2],12.2,-72,#664F43,Arawak,North,Colombia
Wiradjuri [wrh],-33.8,147.5,#49BD8D,Pama-Nyungan,Wiradhuric,Australia
Woiwurrung [xxx-4],-38,146,#5D6C89,Pama-Nyungan,,Australia
Yalarnnga [ylr],-22,140,#45AC74,Pama-Nyungan,,Australia
Yan-Nhangu [jay],-12.09,134.88,#3ECE79,Pama-Nyungan,Yolngu,Australia
Yandruwandha [ynd],-27,140.55,#5CA671,Pama-Nyungan,,Australia
Yanomami [guu],2,-64,#4E48AB,Yanomami,,Venezuela
Yavitero [yvt],2.767,-67.998,#914B65,Arawak,North,Colombia
Yindjilandji [wga-2],-19.24,137.59,#4BB682,Pama-Nyungan,Ngarna,Australia
Yorta Yorta [xyy],-36,146,#428D6E,Pama-Nyungan,,Australia
Yugambeh [yub],-27.6,152.997,#45C47B,Pama-Nyungan,,Australia
Yucuna [ycn],-0.76,-71.103,#70578E,Arawak,North,Colombia
Yulparija [mpj-5],-21.3,123.7,#41876C,Pama-Nyungan,,Australia
Guambiano [gum],2.5,-76.67,#36B56C,Barbacoan,Northern,Colombia
Badjala [xby],-25.084,152.529,#52CAA0,Pama-Nyungan,,Australia
Ngardi [xxx-68],-21,129,#517F85,Pama-Nyungan,,Australia
Ngarndji [xxx-80],-17.67,134.6,#4F7A50,Mirndi,Barkly,Australia
Leitre [vam-3],-2.85,141.625,#8770BD,Skou,West,Papua New Guinea
Puare [pux],-2.88,141.74,#A066B5,Skou,Central,Papua New Guinea
Kogi [kog],11,-73.9,#3943A5,Chibchan,East,Colombia
Ocaina [oca],-3,-72,#4123AC,Witoto,Ocaina,Peru
Puinave [pui],4,-67.33,#455477,Puinave,,Colombia
Yine [pib],-11,-73.5,#82587E,Arawak,,Peru
Paresí [pab],-14,-57,#66419C,Arawak,,Brazil
Ingarikó [ake-2],5.85,-60.68,#4F5574,Cariban,Venezuelan,Guyana
Carijona [cbd-2],0.148,-70.708,#6A56A6,Cariban,Guianan Carib,Colombia
Guayabero [guo],2.709,-71.98,#6866C8,Guahiban,,Colombia
Hitnü [mbn],6.459,-71.286,#6460A9,Guahiban,,Colombia
Pemon_Tarepang [aoc],4.924,-61.055,#455485,Cariban,Venezuelan,Venezuela
Pisamira [psx],1.1,-70.44,#2A919F,Tucanoan,East,Colombia
Kinikinao [gqn],-19.9891,-57.028,#8A3A64,Arawak,,Brazil
Zapotec_Isthmus [zai-2],16.43,-95.02,#D9546F,Otomanguean,Zapotecan,Mexico
Ninam [shb-3],4.04,-62.78,#685FAA,Yanomami,,Venezuela
Quechua_Olto [qvi-3],-6.05,-77.86,#25736B,Quechuan,,Peru
Quechua_Conchucos_South [qxo],-9.31,-77.85,#276B6C,Quechuan,,Peru
zLarong [xxx-136],31.89,97.8,#43ACA2,Tibeto-Burman,Qiangic,China
Cosao [xxx-137],21.62,101.567,#6EC7AF,Tibeto-Burman,Lolo-Burmese,China
Zhangzhou [nan-9],24.5,117.67,#C0E37D,Tibeto-Burman,Sinitic,China
Quechua_Ecuador [xxx-46],-1,-78.6,#2D975C,Quechuan,II-B,Ecuador
Mada [mda],9.02,8.34,#D99A96,Niger-Kongo,Atlantic-Congo,Nigeria
Izere [izr],9.93,9.1,#D09192,Niger-Kongo,Atlantic-Congo,Nigeria
Solor [slp-3],-8.49,122.97,#C5759E,Malayo-Polynesian,Timoric,Indonesia
Atadei [slp-4],-8.46,123.555,#D17E88,Malayo-Polynesian,Timoric,Indonesia
Ambel [xmt-2],-0.05,130.7,#D270A9,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Rongga [ror],-8.83,120.67,#EEB78A,Malayo-Polynesian,Flores-Sawu-Sumba,Indonesia
Saweru [swr],-1.915,136.292,#A75CB4,West Papuan,Yapen,Indonesia
Komnzo [tci],-8.618,141.55,#4B6C73,South New Guinea,West Morehead River,Papua New Guinea
Waia [knv],-8,143.33,#1C8A7F,Trans New Guinea,Waia,Papua New Guinea
Nawdm [nmz],7.18,0.6,#8F5983,Niger-Kongo,Atlantic-Congo,Togo
Hmong Nzhuab_East [hnj-5],23.2,104.7,#E4D58F,Hmong-Mien,Hmongic,China
Xiuning [czh-4],29.68,118.1,#A8DD7E,Tibeto-Burman,Sinitic,China
Ikalanga [kck],-20.15,28.38,#A51876,Niger-Kongo,Atlantic-Congo,Botswana
Nupe [nup],9.18,5.4,#C0B0B1,Niger-Kongo,Volta-Niger,Nigeria
Me'en [mym],6.5,35.5,#51576D,Nilo-Saharan,Surmic,Ethiopia
Zialo [zil],8.43,-9.51,#A08091,Mande,Central-West,Sierra Leone
Danau [dnu],22.333,99.333,#D3BFAA,Austroasiatic,Palaungic,Myanmar
Nedebang [nec],-8.275,124.202,#9E80D6,Timor-Alor-Pantar,Alor-Pantar,Indonesia
Haro [kcx],6.4,37.93,#296B78,Afro-Asiatic,Omotic,Nigeria
Tarok [yer],8.98,10.03,#BCBDAC,Niger-Kongo,Atlantic-Congo,Nigeria
Ugare [iyo],6.33,9.87,#5A7167,Niger-Kongo,Atlantic-Congo,Nigeria
West Coast Bajau [bdr],6.01,116.12,#DB6964,Malayo-Polynesian,Barito,Malaysia
Kwanyama [kua],-17.72,16.58,#BB3977,Niger-Kongo,Atlantic-Congo,Namibia
Tirmaga [suq],6.03,35.08,#88378E,Nilo-Saharan,Surmic,Ethiopia
Fwe [fwe ],-17.72,24.43,#A2287F,Niger-Kongo,Atlantic-Congo,Namibia
Guiqiong [gqi],30.055,101.964,#3CB7A9,Tibeto-Burman,Qiangic,China
Luang [lex],-8.18,127.94,#C07490,Malayo-Polynesian,Southeast Maluku,Indonesia
Jiwarli [djl],-20.49,120.1,#43A558,Pama-Nyungan,,Australia
Buwal [bhs],10.5,13.86,#995086,Afro-Asiatic,Chadic,Cameroon
Kadu [kdv],24.156,94.939,#528BA4,Tibeto-Burman,Jingpho,Myanmar
Barok [bjk],-3.48,152.19,#D25776,Oceanic,,Papua New Guinea
Changpaoyao [bmt-2],25.417,107.88,#F3D992,Hmong-Mien,Mienic,China
Pamosu [hih],-4.7,145.29,#4E5BCA,Trans New Guinea,Madang,Papua New Guinea
Tima [tms],11.72,29.16,#AE1589,Katla,,Sudan
Dazaga [dzg],15.74,15.85,#5877A5,Nilo-Saharan,Saharan,Chad
Kwakum [kwu],4.24,13.45,#C78E85,Niger-Kongo,Atlantic-Congo,Cameroon
Sinama [sml],5.83,118.12,#D96851,Malayo-Polynesian,Barito,Philippines
Gabadi [kbt],-9.006,146.932,#9266BA,Oceanic,,Papua New Guinea
Odoodee [kkc],-6.79,142.316,#3A90C9,Papuan Gulf,Strickland,Papua New Guinea
Ampale [apz],-6.753,146.107,#384BC5,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Maring [mbw],-5.494,144.668,#285DAC,Trans New Guinea,Chimbu,Papua New Guinea
Arifama-Miniafia [aai],-9.142,149.279,#8862BA,Oceanic,,Papua New Guinea
Barain_Jalkiya [bva],12.18,18.68,#8A707E,Afro-Asiatic,Chadic,Chad
Massep [mvs],-1.75,138.25,#3789B8,Massep,,Indonesia
Saurashtra [saz],9.91,78.12,#138B66,Indo-European,Indo-Iranian,India
Sarangani Blaan [bps],6,125.17,#C65F58,Malayo-Polynesian,Philippines,Philippines
Shilha [shi-2],29.18,-9.711,#943D4A,Afro-Asiatic,Berber,Morocco
Sena [she-2],-17.829,35.342,#9B1A86,Niger-Kongo,Atlantic-Congo,Mozambique
Ahtna [aht],62,-145,#8424C0,Dene-Yeniseic,Na-Dene,USA
Sirenik [ysr],64.42,-173.95,#1E6780,Eskimo-Aleut,Eskimo,Russia
Bislama [bis],-17.731,168.322,#D0C068,Indo-European,Germanic,Vanuatu
Solomons Pijin [pis],-9.57,160.14,#D1C874,Indo-European,Germanic,Solomons
Broken [tcs],-11.07,142.69,#C0B166,Indo-European,Germanic,Australia
Karipuna French Creole [kmv],3.43,-51.69,#C09651,Indo-European,Romance,Brazil
Papiamentu [pap],12.48,-69.94,#A8C854,Indo-European,Romance,Netherlands Aruba-Curaçao
Palenquero [pln],10.1,-75.2,#ABA573,Indo-European,Romance,Colombia
Kriol [rop],-14.83,135,#9C9857,Indo-European,Germanic,Australia
Fa d’Ambô [fab],-1.43,5.63,#D3AF83,Indo-European,Romance,Equatorial Guinea
Media Lengua [mue],-1.82,-78.2,#268A81,Indo-European,Romance,Peru
Jamaican Creole [jam],18,-77,#B8B95F,Indo-European,Germanic,Jamaica
Vincentian [svc],13.13,-61.22,#BBB76E,Indo-European,Germanic,Saint Vincent and the Grenadines
Bahamian [bah],25.05,-77.34,#9FD34E,Indo-European,Germanic,The Bahamas
Trinidad English Creole [trf],10.63,-61.28,#A6BC6E,Indo-European,Germanic,Trinidad and Tobago
Ghanaian Pidgin [gpe],5.56,-0.21,#CAAE62,Indo-European,Germanic,Ghana
Guinea-Bissau Kriyol [pov],11.9,-15,#A9AF73,Indo-European,Romance,Guinea-Bissau
Eskimo Pidgin [xxx-140],69.59,-139.08,#B6CBCF,Eskimo-Aleut,Eskimo,USA
Gullah [gul],32.18,-80.74,#C2C86D,Indo-European,Germanic,USA
Tayo [cks],-22,166.33,#D2A67D,Indo-European,Romance,New Caledonia
Chinese Pidgin Russian [xxx-141],48,134,#A8CB9C,Indo-European,Balto-Slavic,China
Chinook Wawa [chn],46.19,-123.82,#CAD77E,Chinook,,USA
Singapore Bazaar Malay [xxx-142],1.315,103.89,#D7C158,Malayo-Polynesian,Malayo-Sumbawan,Singapore
Gurindji Kriol [gjr],-17.45,130.98,#71A75E,Pama-Nyungan,,Australia
Creolese [gyn],6.8,-58.17,#CACE7C,Indo-European,Germanic,Guyana
San Andres Creole English [icr],13.35,-81.37,#C1C86D,Indo-European,Germanic,Colombia
Negerhollands [dcr],18.33,-64.75,#C7CB66,Indo-European,Germanic,USA Virgin Islands
Casamancese Creole [xxx-143],12.7,-16.27,#B7816C,Indo-European,Romance,Senegal
Guyanais [gcr],3.92,-51.79,#CACC77,Indo-European,Romance,Guyana
Yimas-Arafundi Pidgin [yee-2],-4.67,143.55,#65BFA0,Lower Sepik-Ramu,Lower Sepik,Papua New Guinea
Angolar [aoa],0.11,6.59,#D1C178,Indo-European,Romance,São Tomé e Príncipe
Principense [pre],1.61,7.39,#C8AC89,Indo-European,Romance,São Tomé e Príncipe
Singapore Indian Malay [xxx-144],1.31,103.86,#B3B875,Malayo-Polynesian,Malayo-Sumbawan,Singapore
Berbice Creole Dutch [brc],5.38,-58,#B0B96C,Indo-European,Germanic,Netherlands
Kabuverdianu [kea],15.06,-23.61,#A8AD57,Indo-European,Romance,Cape Verde Islands
Yilan Creole [xxx-145],24.45,121.78,#7FCB93,Japonic,Japanese,Taiwan
Kituba [ktu],-5.047,18.812,#C97D84,Niger-Kongo,Atlantic-Congo,Democratic Republic of the Congo
Korlai [vkp],18.53,72.91,#7FD466,Indo-European,Romance,India
Diu Indo-Portuguese [xxx-146],20.71,70.98,#9BD049,Indo-European,Romance,India
Belizian Creole [bzj],17.1,-88.7,#B8BD5D,Indo-European,Germanic,Belize
Batavia Creole [mcm-2],-6.13,106.75,#A1C552,Indo-European,Romance,Indonesia
Papiá Kristang [mcm],2.23,102.25,#A8C06D,Indo-European,Romance,Malaysia
Tetun Prasa [tet-4],-8.57,125.57,#DCB98A,Malayo-Polynesian,Timoric,Timor leste
Ngbandi [ngb],4,22,#C57F7F,Ubangian,Ngbandi,Democratic Republic of the Congo
Michif [crg],49.17,-99.91,#8E5746,Indo-European,Romance,Canada
Ma'a-Mbugu [mhd],-4.73,38.35,#AD267B,Niger-Kongo,Atlantic-Congo,Tanzania
Shambala [ksb],-4.8,38.29,#AA3577,Niger-Kongo,Atlantic-Congo,Tanzania
Korafe [kpr],-9.08,149.17,#2F66B4,Trans New Guinea,Binanderean,Papua New Guinea
Cabecar [cjp],9.91,-83.68,#3C63A7,Chibchan,West,Costa Rica
Kairi [klq],-7.141,144.14,#6C88C8,Papuan Gulf,Kikorian,Papua New Guinea
Mani [buy],9,-13.16,#B38091,Niger-Kongo,Atlantic-Congo,Sierra Leone
Latgalian [ltg],56.5,27.5,#3E9748,Indo-European,Balto-Slavic,Latvia
Anal [anm],24.33,93.99,#2240AB,Tibeto-Burman,Kuki-Chin-Naga,India
Kikaonde [kqn],-12.41,25.76,#AB3A87,Niger-Kongo,Atlantic-Congo,Zambia
Welamo [wal-3],6.33,37.75,#1A7A53,Afro-Asiatic,Omotic,Ethiopia
Mbuk [xxx-139],6.53,10.48,#C5788D,Niger-Kongo,Atlantic-Congo,Cameroon
Nigerian Arabic [shu-2],11.83,13.15,#984E69,Afro-Asiatic,Semitic,Nigeria
Chindamba [ndj],-8.4,36.03,#B94575,Niger-Kongo,Atlantic-Congo,Tanzania
Safwa [sbk],-8.55,33.48,#AE2E75,Niger-Kongo,Atlantic-Congo,Tanzania
Swahili_Kisangani [swh-4],0.52,25.2,#9D3E75,Niger-Kongo,Atlantic-Congo,Democratic Republic of the Congo
Bagheli [bfy],24.35,81.43,#2FB252,Indo-European,Indo-Iranian,India
Awiakay [afp-2],-4.672,143.712,#3A6272,Arafundi,,Papua New Guinea
Shuar [jiv-2],-2.55,-77.63,#304B81,Jivaroan,,Ecuador
Chuwabu [chw],-17.34,37.12,#A72D69,Niger-Kongo,Atlantic-Congo,Mozambique
Northern Mao [myf],9.83,34.65,#2A716F,Afro-Asiatic,Omotic,Ethiopia
Gwama [xxx-152],9.4,34.4,#797F6C,Nilo-Saharan,Komuz,Ethiopia
Tibetan_Amdo_gSerpa [adx-7],31.95,100.93,#57A5A2,Tibeto-Burman,Bodic,China
Koroshi [ktl],29.44,53.01,#33A24A,Indo-European,Indo-Iranian,Iran
Daats'íin [xxx-153],12.6,35.8,#9F4F7B,Nilo-Saharan,Gumuz,Ethiopia
Wampis [hub],-4.26,-77.84,#32598A,Jivaroan,,Peru
Pular [fuf],12.18,-12.73,#903371,Niger-Kongo,Atlantic-Congo,Guinea
Maasinankoore [ffm],11.13,-3.65,#923374,Niger-Kongo,Atlantic-Congo,Mali
Reunion Creole French [rcf],-20.95,55.65,#B0BE65,Indo-European,Romance,Réunion
Sri Lankan Malay [sci],6.24,81.33,#6BD671,Malayo-Polynesian,Malayo-Sumbawan,Sri Lanka
Seychelles Creole [crs],-4.62,55.45,#C5C06D,Indo-European,Romance,Mauritius
Mauritian Creole [mfe],-20.26,57.55,#BFC362,Indo-European,Romance,Mauritius
Louisiana Creole [lou],30.17,-91.83,#C6BE5C,Indo-European,Romance,USA
Slovak [slk],49,19,#3B973D,Indo-European,Balto-Slavic,Slovakia
Unserdeutsch [uln],-4.345,152.28,#B8C956,Indo-European,Germanic,Papua New Guinea
Duri [mvp],-3.37,119.87,#DD5A4D,Malayo-Polynesian,Greater South Sulawesi,Indonesia
Tamil_Negombo [tam-6],7.2,79.83,#18A46C,Dravidian,South,Sri Lanka
Alyutor [alr],61,165,#38514F,Chukotko-Kamchatkan,Main,Russia
Berom [bom-2],9.67,8.81,#C37A9E,Niger-Kongo,Atlantic-Congo,Nigeria
Afar [aar],12,12,#2A656A,Afro-Asiatic,Cushitic,Ethiopia
Urum [uum],42.03,43.98,#26895F,Turkic,Urum,Russua
Awadhi [awa],27.5,81.5,#2FB140,Indo-European,Indo-Iranian,India
Wartha Thuntai [],-8.9,141.265,#1D6E8C,South New Guinea,West Morehead River,Papua New Guinea
Nganyaywana [nyx],-29.631,151.385,#47CB90,Pama-Nyungan,,Australia
Hiri Motu [hmo],-9.33,147.08,#ABB4A7,Oceanic,Western Oceanic,Papua New Guinea
Gudandji [nji],-16.33,136.6,#67BD75,Mirndi,Barkly,Australia
Trade Koriki [],-7.75,145,#99BACB,Trans New Guinea,Purari,Papua New Guinea
Purari [iar],-7.49,144.82,#376DA5,Trans New Guinea,Purari,Papua New Guinea
Iwal [kbm],-7.226,146.991,#C863B9,Oceanic,,Papua New Guinea
Nungon [yuw-4],-6.1,146.83,#373AB3,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Doromu_Koki [kqc],-9.629,147.914,#678FB2,Southeast Papuan,Owen Stanley Ranges,Papua New Guinea
Bimin [bhl],-5.43,141.942,#533F9F,Trans New Guinea,Ok,Papua New Guinea
Kanasi [soq],-10.119,149.706,#695EBB,Southeast Papuan,Dagan,Papua New Guinea
Lonwolwol [crc],-16.211,168.011,#BF568E,Oceanic,Southern Oceanic,Vanuatu
Asaro_Upper [aso],-5.967,145.292,#2F4DB4,Trans New Guinea,Morobe-Eastern Highlands,Papua New Guinea
Awad Bing [bcu],-5.584,146.349,#9E5CC2,Oceanic,,Papua New Guinea
Pouye [bye],-3.714,141.883,#5D7B94,Sepik,Ram,Papua New Guinea
Daakaka [bpa],-16.269,167.964,#D36691,Oceanic,Southern Oceanic,Vanuatu
Hewa [ham],-5.066,142.489,#8883E0,Sepik,Sepik Hill,Papua New Guinea
Jarai [jra],13.914,107.753,#F2B892,Malayo-Polynesian,Malayo-Sumbawan,Vietnam
Kelabit [kzi],3.736,115.468,#E98175,Malayo-Polynesian,North Borneo,Malaysia
Nati [xxx-94],-16.42,167.5,#9361B2,Oceanic,Southern Oceanic,Vanuatu
North Tanna [tnn],-19.377,169.298,#BB44AC,Oceanic,Southern Oceanic,Vanuatu
Unua [onu],-16.25,167.55,#C856A2,Oceanic,Southern Oceanic,Vanuatu
Neve'ei [vnm],-16.25,167.33,#BD50AD,Oceanic,Southern Oceanic,Vanuatu
Gunbarlang [wlg],-11.8,133.7,#85318E,Macro-Gunwinygu,Gunwingyuan proper,Australia
Medumba [byv],5.11,10.61,#B6A276,Niger-Kongo,Atlantic-Congo,Cameroon
Daakie [ptv-2],-16.32,168.04,#AD44AF,Oceanic,Southern Oceanic,Vanuatu
Lizu [ers-5],28.33,101.35,#53A4C3,Tibeto-Burman,Qiangic,China
Mandara [tbf-2],-2.596,151.995,#A74A7C,Oceanic,,Papua New Guinea
Uma Jamun [ree],2.466,114.25,#E98B77,Malayo-Polynesian,North Borneo,Malaysia
North Ambrym [mmg],-16.08,168.08,#C15E87,Oceanic,Southern Oceanic,Vanuatu
Klallam [clm],48.14,-123.57,#8C4047,Salish,Coast,USA
Manambu [mle],-4.256,142.834,#326172,Sepik,Ndu,Papua New Guinea
Halkomelem_Musqueam [hur-2],49.275,-123.2,#A5304C,Salish,Coast,Canada
Saanich [str-4],48.59,-123.38,#923A4D,Salish,Coast,Canada
Irigwe [iri],9.85,8.65,#C8BA7E,Niger-Kongo,Atlantic-Congo,Nigeria
Southwest Tanna [nwi],-19.563,169.315,#B8569C,Oceanic,Southern Oceanic,Vanuatu
Mukah_Melanau [mel-9],2.908,112.106,#FE9671,Malayo-Polynesian,Malayo-Sumbawan,Malaysia
Kiput [kyi-2],4.083,114.355,#F58C72,Malayo-Polynesian,North Borneo,Malaysia
Karelian [krl],63,32,#4BAE3B,Uralic,Finnic,Russia
Waris [wrs],-3.17,141,#596DB6,Trans New Guinea,Border,Papua New Guinea
Tibetan_Gagatang [khg-3],27.29,99.17,#46BFB2,Tibeto-Burman,Bodic,China
Nagamese [nag],25.25,93.44,#41B975,Indo-European,Indo-Iranian,India
